nct_id,final_screening,decision_basis,adjudication_reason,brief_title,study_type,overall_status,start_date,study_first_post_date,registry_last_update_post_date,enrollment,lead_sponsor,interventions,countries,has_results,minimum_age,maximum_age,sex,conditions,flash_triage,flash_confidence,sol_audit
NCT07252687,include,recorded_adjudication,Human confirmation: explicit transmasculine population; chest perception is measured longitudinally before and during GAHT and after mastectomy.,The Effect of Gender-affirmative Measures on Breast Perception in Trans Men,OBSERVATIONAL,RECRUITING,2025-11-30,2025-11-28,2026-03-06,100,Medical University Innsbruck,"quality of life questionnaire- iTransQoL, chest dysphoria measure",Austria,False,16 Years,,FEMALE,Transgender; Gender Dysphoria in Adolescents and Adults,likely_include,high,agree_likely_include
NCT07286123,exclude,recorded_adjudication,"Human confirmation: explicit transgender-women vaginoplasty population; the study evaluates Kerecis xenograft healing, epithelialization, anatomy, pain, sexual function, and quality of life, with no GAHT research component.",Gender Affirming Vaginoplasty With Tubularized Augmented Peritoneal Cap (TAPCap) Utilizing Fish Skin Xenograft (Kerecis™),OBSERVATIONAL,RECRUITING,,,2025-12-16,20,,Tubularized augmented peritoneal cap vaginoplasty; Biopsy,,False,19 Years,99 Years,MALE,"Gender Dysphoria, Adult",human_review,medium,likely_exclude
NCT07324967,exclude,recorded_adjudication,"Human confirmation: explicit transmasculine population; the randomized intervention is preoperative counseling about retaining versus removing ovaries during gender-affirming hysterectomy, not GAHT.",A Standardized Counseling Approach to Preoperative Education in Transmasculine Individuals Receiving Gender-affirming Surgery,INTERVENTIONAL,RECRUITING,,,2026-04-03,250,,Educational Handout,,False,18 Years,65 Years,ALL,Hysterectomy; Gender Affirming Surgery,human_review,medium,likely_exclude
NCT07334951,exclude,validated_obvious_exclude_stratum,No individual adjudication recorded; retained as an obvious exclude after the predefined Sol audit and 25-study low-priority QC sample showed no obvious-exclude reversals.,Effect of Tvns in Obesity,INTERVENTIONAL,ACTIVE_NOT_RECRUITING,2026-01-11,2026-01-12,2026-01-13,70,Cairo University,Trans vagus nerve stimulation electrical device.,Egypt,False,40 Years,50 Years,ALL,"Obesity and Diabetes Mellitus, Type 2",obvious_exclude,high,
NCT07358897,include,recorded_adjudication,Human confirmation: explicit transgender population; immune outcomes and hormone concentrations are measured before and after estrogen or testosterone GAHT initiation.,Gender Affirming Hormone Therapy and Immune Function in Trans Individuals - The GIFT Study,OBSERVATIONAL,NOT_YET_RECRUITING,2026-02-16,2026-01-22,2026-01-22,500,Imperial College London,,,False,18 Years,50 Years,ALL,Transgender,likely_include,high,agree_likely_include
NCT07394400,include,recorded_adjudication,"Human confirmation: explicit transgender population; cardiovascular, metabolic, inflammatory, and mental-health outcomes are measured before and during GAHT.","Effects of Gender-Affirming Hormone Therapy on Cardiovascular, Metabolic, and Mental Health Outcomes in Transgender Adults.",OBSERVATIONAL,NOT_YET_RECRUITING,2026-02-14,2026-02-06,2026-02-06,94,Milagros Rocha Barajas,,Spain,False,16 Years,,ALL,Transgender Individuals,likely_include,high,agree_likely_include
NCT07400419,include,recorded_adjudication,Human confirmation: explicit TGD population initiating estrogen-based GAHT; treatment-related body-composition and muscle changes are evaluated with resistance exercise.,Effects of Resistance Exercise Among TGD Individuals Initiating Estrogen-Based Gender-Affirming Hormone Therapy,INTERVENTIONAL,RECRUITING,2026-04-16,2026-02-10,2026-07-13,60,Massachusetts General Hospital,Resistance Exercise Program; Nutrition and Exercise Counseling,United States,False,18 Years,,MALE,Muscle Mass and Strength,likely_include,high,agree_likely_include
NCT07412509,exclude,recorded_adjudication,"Human confirmation: explicit gender-dysphoria population seeking vaginoplasty; the study evaluates 3D-model-assisted surgical education and planning, with no GAHT research component.","Can 3D Modeling Enhance Patient Understanding, Education, and Surgical Outcomes in Gender Affirming Peritoneal Vaginoplasty?",OBSERVATIONAL,NOT_YET_RECRUITING,,,2026-04-21,20,,Use 3D printed patient specific models for patient education,,False,18 Years,,MALE,"Vaginoplasty; Gender Dysphoria, Adult",human_review,medium,likely_exclude
NCT07417787,exclude,recorded_adjudication,"Human confirmation: the study evaluates hCG point-of-care testing after very early medical abortion; gender-diverse participants may be included, but there is no explicit TGD GAHT research population or GAHT research role.",Point of Care Tests in the Management of Very Early Medical Abortion,OBSERVATIONAL,RECRUITING,2026-04-23,2026-02-18,2026-06-03,130,University of Edinburgh,Blood test; Participant Questionnaire,Sweden; United Kingdom,False,16 Years,55 Years,FEMALE,Abortion Early,human_review,medium,likely_exclude
NCT07448272,exclude,validated_obvious_exclude_stratum,No individual adjudication recorded; retained as an obvious exclude after the predefined Sol audit and 25-study low-priority QC sample showed no obvious-exclude reversals.,Letrozole 5 mg for 10 Days Versus Letrozole 10 mg for 5 Days for Ovarian Stimulation in PCOS,INTERVENTIONAL,ACTIVE_NOT_RECRUITING,2025-04-01,2026-03-04,2026-03-04,80,Mst.Sumyara Khatun,Tab letrozole 5mg for 10 days; Tabletrozole 10mg for 5 days,Bangladesh,False,18 Years,35 Years,FEMALE,PCOS (Polycystic Ovary Syndrome),obvious_exclude,high,
NCT07480590,exclude,recorded_adjudication,"Human confirmation: explicit gender-dysphoria cohort followed through gender-affirming care broadly, but the registered objectives and outcomes do not isolate GAHT as an explicit intervention, exposure, comparison, monitoring target, pharmacologic variable, or hormone-specific outcome.","GLOW: Gender-Affirming Care and Mental Health: A Longitudinal Study On Quality of Life, Work Life, and Healthcare Outcomes",OBSERVATIONAL,RECRUITING,,,2026-05-18,500,,,,False,18 Years,,ALL,"Gender Dysphoria, Adult",human_review,medium,likely_exclude
NCT07481942,include,recorded_adjudication,Human confirmation: explicit transgender population; body-composition outcomes are measured after testosterone GAHT and testosterone formulations are compared.,Body Composition Assessment in Transgender Population.,OBSERVATIONAL,COMPLETED,2017-01-01,2026-03-19,2026-03-23,70,Celia Bañuls,gender affirming hormone therapy,Spain,False,14 Years,,FEMALE,Transgender,likely_include,high,agree_likely_include
NCT07509827,exclude,recorded_adjudication,"Human confirmation: explicit transgender-women population; the mHealth intervention targets HIV-related stigma, PrEP uptake, adherence, and HIV testing rather than GAHT.",Evaluation of mHealth Intervention to Promote HIV Prevention and Overcome Stigma Among Transgender Women (EMPOW.HER),INTERVENTIONAL,RECRUITING,2024-08-01,2026-04-03,2026-04-03,108,"Institute of HIV Research and Innovation Foundation, Thailand",Mobile Healthy Choices (mHC)+SPC; FRESH + SPC; mHC + FRESH + SPC,Thailand,False,18 Years,29 Years,MALE,HIV Prevention; HIV Related Stigma; PrEP Adherence,human_review,medium,likely_exclude
NCT07512856,exclude,recorded_adjudication,"Human confirmation: explicit TGD population; the intervention is a trans-tailored harm-reduction service focused on substance use, PrEP, sexual health, mental health, and socio-legal support, while gender-affirming care access is supportive context rather than GAHT research.",The Implementation of a Trans-tailored Harm Reduction Service for Transgender Persons in Relation to chemsEX and Substance Use (iT-REX),INTERVENTIONAL,RECRUITING,,,2026-04-06,140,,Transgender-tailored Harm Reduction Service,,False,18 Years,,ALL,HIV Prevention; Substance Use; Mental Health Disorders; Sexually Transmitted Infections (STIs); Chemsex,human_review,medium,likely_exclude
NCT07516691,exclude,recorded_adjudication,"Human confirmation: trans sex workers are part of the target population, but the study evaluates HIV/STI prevention and teleconsultation access; hormone injection appears only as HIV-risk background and GAHT is not analyzed.",Evaluation of a New Strategy to Approach the Transgender Sex Worker Populations and Their Clients for Access to a Preventive Sexual Health System Through the ORTIF Digital Teleconsultation Solution,OBSERVATIONAL,NOT_YET_RECRUITING,2026-05-01,2026-04-08,2026-04-08,250,Assistance Publique - Hôpitaux de Paris,,France,False,18 Years,,ALL,HIV,human_review,medium,likely_exclude
NCT07542964,include,recorded_adjudication,Human confirmation: explicit TGD population; renal physiology is measured before and after testosterone or estrogen/antiandrogen GAHT.,Transgender Analysis of Nephrological Studies Focused on Renal Metrics,OBSERVATIONAL,NOT_YET_RECRUITING,2026-09,2026-04-21,2026-04-21,60,"Amsterdam UMC, location VUmc",P-aminohippurate clearance study; Iohexol infusion; Hyperinsulinemic clamp,Netherlands,False,18 Years,40 Years,ALL,Kidney Disease; Kidney Injury; Transgender Individuals,likely_include,high,agree_likely_include
NCT07624747,include,recorded_adjudication,Human confirmation: explicit transgender adult population; brain and cognitive outcomes are measured before and after GAHT initiation.,Brain Health in Transgender Adults,OBSERVATIONAL,RECRUITING,2025-10-14,2026-06-03,2026-06-03,72,"University of Wisconsin, Madison",Magnetic Resonance Imaging; Cognition and Health Tests; Optional Exercise Test,United States,False,18 Years,45 Years,ALL,Gender Dysphoria,likely_include,high,agree_likely_include
NCT07661823,exclude,recorded_adjudication,Human confirmation: gender dysphoria is one of many conditions listed in a broad AI-managed behavioral-health program; there is no explicitly defined TGD GAHT research population or GAHT research role.,"QAIAx (AIhealth4U) - AI Public Health Central: Microcity-A (re Quantum AI Agency Aka AI City Hall Project, UPSTO App Nos. 64/074,526, 64/063,557, 63/903,181, 63/729,428",INTERVENTIONAL,NOT_YET_RECRUITING,,,2026-08-12,1000000,,AI City Hall Project (AIhealth4u - Public Health Central); AI City Hall Project (QAIAx Microcity A - AI Public Health Central),,False,17 Years,99 Years,ALL,"Asperger's Disorder; Asperger Disorder; Autism Disorder; Autism; ADHD - Attention Deficit Disorder With Hyperactivity; ADHD; ASD; Alcohol Abuse/Dependence; Alcohol Addiction; Alcohol and Other Drug Use Disorders; Alcohol and Other Substance Use Prevention; Gambling Addiction; Gambling Disorder; Sex Abuse; Sex Behavior; Sex Crimes; Sex Disorder; Sex Disorders; Gender Dysphoria, Adult; Eating Behavior Disorders; Narcotic-Related Disorders; Narcotic Addiction; Narcissism; Psychiatric Disorder; Psychedelic Effects in Healthy Volunteers; Psychedelic Experiences; Psychedelic Drug Dependence; Marijuana Use Disorder; Marijuana Abuse and Dependence; Smoking (Tobacco) Addiction; Smoking Among Youth; Smoking Abstinence; Abstinence, Sex; Opiate Substitution Treatment; Opioid Abuse (Disorder); Opioid Abuse and Addiction; Cocaine Abuse; MDMA ('Ecstasy'); Addiction Disorders; Homeless and Low Incomes People, Refugees; Homelessness; Reliability and Validity; Anger Problems; Child Abuse, Sexual",human_review,medium,likely_exclude
NCT07681908,exclude,recorded_adjudication,"Human confirmation: explicit AFAB transgender/gender-diverse youth population; the text-messaging intervention targets pregnancy, HIV/STI prevention, contraception, and PrEP, while gender-affirming care is educational context rather than a GAHT research variable.",#TranscendentHealth: A Text Messaging Pregnancy Prevention Program for Transgender Boys,INTERVENTIONAL,NOT_YET_RECRUITING,,,2026-07-02,467,,#TranscendentHealth; Universal Sexual Health Program,,False,14 Years,18 Years,FEMALE,Pregnancy (Unwanted); Sexually Transmitted Disease (STD); HIV Infection; Sexual Behavior,human_review,medium,likely_exclude
NCT07699159,exclude,recorded_adjudication,"Human confirmation: general youth mental-health multimorbidity cohort with no explicitly defined TGD study population and no GAHT intervention, exposure, comparison, monitoring target, pharmacologic variable, or outcome.",Cohort Network for Adolescents and Youth With multipLe Mental Health Conditions,OBSERVATIONAL,RECRUITING,2025-03-04,2026-07-13,2026-07-13,1620,Centre for Addiction and Mental Health,,Canada,False,11 Years,24 Years,ALL,Multiple Mental Health Conditions; Child Mental Health; Youth Mental Health,human_review,medium,likely_exclude
NCT07729644,exclude,recorded_adjudication,"Human confirmation: the study evaluates state-level SGM laws, including gender-affirming-care laws, as policy exposures affecting violence and wellbeing outcomes; it does not study GAHT itself as a clinical intervention or exposure.",Evaluation of State-Level Sexual and Gender Minority Laws for the Primary Prevention of Sexual and Intimate Partner Violence Among Sexual and Gender Minority Youth in the U.S.,OBSERVATIONAL,NOT_YET_RECRUITING,,,2026-07-29,30,,Enumerated anti-bullying state legislation; Conversion therapy state legislation; Gender-affirming care state legislation,,False,13 Years,18 Years,ALL,Sexual Violence; Intimate Partner Violence (IPV),human_review,medium,likely_exclude
NCT07746999,include,recorded_adjudication,Human confirmation: explicit transgender population; liver outcomes are analyzed by GAHT duration and regimen-related exposure.,North Jersey Community Research Initiative (NJCRI) Study on Transgender Liver Health,OBSERVATIONAL,ENROLLING_BY_INVITATION,2025-03-15,2026-08-05,2026-08-05,60,Corey DeStefano,,United States,False,18 Years,,ALL,HEPATITIS C (HCV),likely_include,high,agree_likely_include
NCT07755059,exclude,validated_obvious_exclude_stratum,No individual adjudication recorded; retained as an obvious exclude after the predefined Sol audit and 25-study low-priority QC sample showed no obvious-exclude reversals.,Proximal Splenic Artery Embolization (PSAE) for the Treatment of Refractory Ascites in Decompensated Cirrhosis,INTERVENTIONAL,NOT_YET_RECRUITING,2026-10-01,2026-08-10,2026-08-10,60,Massachusetts General Hospital,Proximal Splenic Artery Embolization,United States,False,18 Years,,ALL,"Ascites; Liver Cirrhosis; Hypertension, Portal",obvious_exclude,high,
